name,address,phone,note,update_date,lat,lng,chain,category2,category3,ONS_ID,Nbhd,Nbhd_FR
Glebe Meat Market,"869 Bank St., Ottawa ON K1S3W4",NA,NA,2021-08-26,45.400959,-75.6869613,FALSE,grocery,small,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Glitz Cupcakes Company,"11 Murray Street, Ottawa, ON K1N 9M5",NA,Bakeries,2021-08-26,45.429079,-75.6956117,FALSE,specialty,bakery,908,Byward Market,Marché By
Gloucester Fine Foods,"303-1228 Old Innes Rd, Ottawa, ON K1B 3V3",NA,NA,2021-08-26,45.410138,-75.617999,FALSE,grocery,small,917,East Industrial,Industriel-Est
Golden Baguette Bakery,"242 Bank Street, Ottawa, ON K2P 1X4",NA,Bakeries,2021-08-26,45.416355,-75.6974384,FALSE,specialty,bakery,24,Centretown,Centre-Ville
GOODIES,"103 Fourth Avenue, Ottawa, ON K1S 2L1",NA,"Bakeries, Comfort Food",2021-08-26,45.402666,-75.6875304,FALSE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Grace in the Kitchen,"442 Hazeldean Rd, Ottawa, ON K2L 1V2",(613) 521-4818,NA,2021-08-26,45.2995219,-75.885129,FALSE,grocery,small,924,Glen Cairn - Kanata South Business Park,Glen Cairn - Parc d'Affaires Kanata-Sud
Grant Crossing,"5537 Hazeldean Road, Stittsville, ON K2L",NA,Shopping Centres,2021-08-26,45.2883048,-75.904716,FALSE,specialty,health store,951,Stittsville, 
Greely Convenience Store,"1341 Meadow Dr, Greely, ON K4P 1N3",NA,NA,2021-08-26,45.265382,-75.562133,FALSE,grocery,small,925,Greely, 
Green Fresh Supermarket,"29 Selkirk Street, Ottawa, ON",(613) 748-1038,Grocery,2021-07-06,45.4321785,-75.6681141,FALSE,grocery,small,954,Vanier South,Vanier Sud
Greenbank Foods,"806 Greenbank Rd, Ottawa, ON",(613) 825-3246,Grocery,2021-07-06,45.2870325,-75.756814,FALSE,grocery,small,938,Old Barrhaven West,Old Barrhaven Ouest
Grill Master Restaurant & Catering,"30 Colonnade Rd, Ottawa, ON K2E 7J6",NA,"Caterers, Restaurants",2021-08-26,45.3428914,-75.7195024,FALSE,specialty,deli meat cheese,51,Hunt Club South Industrial,Hunt Club Sud Industriel
Grocery G3,"399b Dalhousie Street, Ottawa, ON",(343) 988-1177,Grocery,2021-07-06,45.4269988,-75.6893633,FALSE,grocery,small,949,Sandy Hill,CÃ´te-de-Sable
H & A Energy Bar,"850 Industrial Ave, Ottawa, ON K1G 4K2",NA,Health Food Store,2021-08-26,45.4065214,-75.6324418,FALSE,specialty,health store,917,East Industrial,Industriel-Est
Hadalyna Bakery,"117 Rue Front, Gatineau, QC J9H 5S9",NA,"Desserts, Arabian",2021-08-26,45.404186,-75.8554512,FALSE,specialty,bakery,NA,NA,NA
Hanna's Bakery Pita Perfect,"1228 Old Innes Rd Unit 312, Ottawa, ON K1B 3V3",(613) 745-0992,NA,2021-08-26,45.4098512,-75.6178268,FALSE,specialty,bakery,917,East Industrial,Industriel-Est
Happy Goat Coffee Company,"35 Laurel Street, Ottawa, ON K1Y 2E6",NA,Coffee &amp; Tea,2021-08-26,45.4052342,-75.7172898,FALSE,specialty,bakery,47,Hintonburg - Mechanicsville, 
Harry Deli,"320 Queen Street, Ottawa, ON K1R 5A3",NA,"Delis, Sandwiches",2021-08-26,45.4190809,-75.7034734,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Hasi Bakery,"250 Greenbank Road, Ottawa, ON K2H 8X4",NA,Bakeries,2021-08-26,45.3244028,-75.7795626,FALSE,specialty,bakery,100,Trend-Arlington, 
Hasty Market,"596 Rideau St, Ottawa, ON K1N 6A2",NA,NA,2021-08-26,45.4329124,-75.6754193,TRUE,grocery,large,949,Sandy Hill,CÃ´te-de-Sable
Hasty Market,"1565 Alta Vista Drive, Ottawa, ON",(613) 733-5773,Grocery,2021-07-06,45.4086185,-75.6573288,TRUE,grocery,large,947,Riverview, 
Hasty Market,"1224 Wellington St W, Ottawa, ON K1Y 3A1",(613) 761-6033,"Convenience Stores, Grocery",2021-07-06,45.3997284,-75.7312123,TRUE,grocery,large,47,Hintonburg - Mechanicsville, 
Hasty Market,"1234 Merivale Rd, Ottawa, ON K2C 4C3",NA,Convenience Stores,2021-08-26,45.3705594,-75.7332882,TRUE,convenience,regular,28,Civic Hospital-Central Park,HÃ´pital Civique - Parc Central
Hasty Market,"2361 Carling Avenue, Ottawa, ON K2B 8E5",NA,Convenience Stores,2021-08-26,45.367192,-75.7790651,TRUE,convenience,regular,910,Carlingwood West - Glabar Park - McKellar Heights, 
Hasty Market,"1896 Prince Of Wales Drive, Ottawa, ON K2C 3W9",NA,Convenience Stores,2021-08-26,45.3538415,-75.7048504,TRUE,convenience,regular,16,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview
HAWTHORNE ESSO,"3500 HAWTHORNE RD, OTTAWA, ON",NA,NA,2021-08-26,45.3741719,-75.597868,FALSE,convenience,gas station,50,Hunt Club Park,Parc Hunt Club
Health Keg,"53 Broadway Ave, Ottawa, ON K1S 2V4",NA,Health Food Store,2021-08-26,45.3965781,-75.6907086,FALSE,specialty,health store,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Health Sciences Book Store,"501 Smyth Rd, Ottawa, ON K1H 8L6",NA,Bookstores,2021-08-26,45.4028386,-75.6481867,FALSE,specialty,health store,947,Riverview, 
Healthy Planet Kanata,"400 Earl Grey Dr, Ottawa, ON",(613) 366-5117,"Vitamins & Supplements, Grocery, Health Food Store",2021-07-06,45.3114428,-75.9142711,FALSE,specialty,health store,928,Kanata Lakes - Arcardia, 
Healthy Planet Trainyards,"590 Industrial Avenue, Ottawa, ON",(613) 730-2020,"Vitamins & Supplements, Health Food Store, Grocery",2021-07-06,45.4107468,-75.6425309,FALSE,specialty,health store,917,East Industrial,Industriel-Est
Herb & Spice Shop,"375 Bank Street, Ottawa, ON",(613) 232-4087,"Health Food Store, Herbs & Spices, Cosmetics & Beauty Supply",2021-07-06,45.4139145,-75.6948505,TRUE,grocery,large,24,Centretown,Centre-Ville
Herb & Spice Shop,"1310 Wellington St, Ottawa, ON K1Y 3B2",NA,Fruits &amp; Veggies,2021-08-26,45.3984898,-75.7365031,TRUE,grocery,large,55,Island Park - Wellington Village,Island Park - Village Wellington
Hobbs Meats and Bakery,"2394 Dwyer Hill Road, Ottawa, ON",NA,Meat Shops,2021-08-26,45.1605236,-75.9883083,FALSE,specialty,bakery,67,Munster - Ashton, 
Hogan's Food Store,"315 Powell Ave, Ottawa, ON K1S 2A6",NA,NA,2021-08-26,45.4021862,-75.7017407,FALSE,grocery,small,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Holistic Health Shop,"2211 Riverside Dr, Ottawa, ON K1H 7X5",NA,Health Food Store,2021-08-26,45.3882199,-75.6777893,FALSE,specialty,health store,903,Billings Bridge - Alta Vista, 
Honey,"1564 Stittsville Main St, Stittsville, ON K2S 1P1",NA,"Desserts, Coffee &amp; Tea, Cocktail Bars",2021-08-26,45.2562575,-75.9190103,FALSE,specialty,bakery,951,Stittsville, 
Hung Phat Grocery,"139 Rochester St, Ottawa, ON K1R 7M2",(613) 237-0065,NA,2021-08-26,45.4088823,-75.7117215,FALSE,grocery,small,957,West Centretown,Centre-Ville Ouest
HUNTMAR,"225 HUNTMAR DR, KANATA, ON",NA,NA,2021-08-26,45.2942842,-75.9276597,FALSE,convenience,regular,951,Stittsville, 
Hyperforme Nutrition,"178 Boulevard GrÃƒÂ©ber, Gatineau, QC J8T 6Z6",NA,Health Food Store,2021-08-26,45.471695,-75.701866,FALSE,specialty,health store,NA,NA,NA
I Deal Coffee,"176 Dalhousie Street, Ottawa, ON K1N 7C6",NA,Coffee &amp; Tea,2021-08-26,45.432541,-75.6944843,FALSE,specialty,bakery,908,Byward Market,Marché By
Ichiban Bakery,"825 Bank Street, Ottawa, ON K1S 3V9",NA,"Bakeries, Coffee &amp; Tea",2021-08-26,45.4022073,-75.687772,TRUE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Ichiban Bakery,"1500 Bank Street, Ottawa, ON K1H 7Z2",NA,Bakeries,2021-08-26,45.3809813,-75.6701018,TRUE,specialty,bakery,903,Billings Bridge - Alta Vista, 
IGA Extra,"203 Boulevard des Grive, Gatineau, QC J9A 0C7",NA,Grocery,2021-08-26,45.4321316,-75.7793383,FALSE,specialty,deli meat cheese,NA,NA,NA
Il Negozio Nicastro,"792 Bank St, Ottawa, ON K1S 3V8",NA,"Imported Food, Bakeries",2021-08-26,45.402908,-75.6884398,TRUE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Il Negozio Nicastro,"1355 Wellington Street W, Ottawa, ON",(613) 729-9100,"Delis, Sandwiches, Italian",2021-07-06,45.3985223,-75.7387545,TRUE,grocery,large,55,Island Park - Wellington Village,Island Park - Village Wellington
Il Perugino Caffe & Bar,"277 Dalhousie St, Ottawa, ON K1N 7E5",NA,"Cafes, Italian",2021-08-26,45.4301133,-75.6920154,FALSE,specialty,deli meat cheese,908,Byward Market,Marché By
"India Cafe, ByWard Market","30 Byward Market Square, Ottawa, ON K1N 7A2",NA,NA,2021-08-26,45.4277431,-75.6930877,FALSE,grocery,small,908,Byward Market,Marché By
India Food Centre & Convenience,"1433 Wellington Street W, Ottawa, ON K1Y 2X4",NA,Convenience Stores,2021-08-26,45.3978516,-75.7413481,FALSE,convenience,regular,55,Island Park - Wellington Village,Island Park - Village Wellington
INS Market,"2277 Riverside Dr. Unit 216, Ottawa, ON K1H 7X6",NA,NA,2021-08-26,45.3856281,-75.6774777,FALSE,grocery,small,903,Billings Bridge - Alta Vista, 
International Cheese & Deli,"40 ByWard Market Sq, Ottawa, ON",(613) 241-5411,"Caterers, Cheese Shops",2021-07-06,45.427558,-75.6929392,FALSE,specialty,deli meat cheese,908,Byward Market,Marché By
International News,"110 Place D'orleans Drive, Orleans, ON K1C 2L9",NA,NA,2021-08-26,45.4781702,-75.5155571,TRUE,convenience,regular,915,Convent Glen - Orléans Woods, 
International News,"1980 Ogilvie Rd, Ottawa, ON K1J 9L3",NA,Convenience Stores,2021-08-26,45.4325275,-75.6098258,TRUE,convenience,regular,912,Carson Grove - Carson Meadows, 
International News,"11 Colonel by Dr, Ottawa, ON K1N 9H4",NA,NA,2021-08-26,45.4247211,-75.6923995,TRUE,convenience,regular,949,Sandy Hill,CÃ´te-de-Sable
International News,"111 Albert Street, Ottawa, ON K1P 1A5",NA,NA,2021-08-26,45.421646,-75.6974294,TRUE,convenience,regular,24,Centretown,Centre-Ville
International News,"269 Av Laurier O, Ottawa, ON K1P 5J9",NA,NA,2021-08-26,45.4191565,-75.6984744,TRUE,convenience,regular,24,Centretown,Centre-Ville
International News,"2277 Riverside Dr, Ottawa, ON K1H 7X6",NA,NA,2021-08-26,45.3856281,-75.6774777,TRUE,convenience,regular,903,Billings Bridge - Alta Vista, 
International News,"2121 Avenue Carling, Ottawa, ON K2A 1H2",NA,Newspapers &amp; Magazines,2021-08-26,45.3731497,-75.7686794,TRUE,convenience,regular,931,Laurentian, 
International News,"1642 Merivale Rd, Ottawa, ON K2G 4A1",NA,NA,2021-08-26,45.3455841,-75.732034,TRUE,convenience,regular,31,Cityview - Crestview - Meadowlands, 
ISLAND PARK ESSO,"369 ISLAND PARK DR, OTTAWA, ON",NA,NA,2021-08-26,45.3972391,-75.7416991,FALSE,convenience,gas station,55,Island Park - Wellington Village,Island Park - Village Wellington
Ivan's Meat and Deli,"1496 Stittsville Main Street, Stittsville, ON K2S 1B2",NA,"Delis, Meat Shops",2021-08-26,45.258902,-75.9214893,FALSE,specialty,deli meat cheese,951,Stittsville, 
J.T. Bradley's,"1220 Colonial Road, Ottawa, ON",(613) 835-3781,Grocery,2021-07-06,45.421605,-75.425327,FALSE,grocery,small,936,Navan - Sarsfield, 
Jacob's Deli,"75 Albert St, Ottawa, ON K1P 5E7",NA,"Delis, Sandwiches",2021-08-26,45.422344,-75.695243,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Jacobsons,"103 Beechwood Ave., Ottawa, ON K1M 1L4",(613) 746-6002,NA,2021-08-26,45.4414221,-75.6736113,FALSE,grocery,small,933,Lindenlea - New Edinburgh, 
Jaguar Groceries,"465 Parkdale Ave, Ottawa, ON",(613) 722-1022,Grocery,2021-07-06,45.3988122,-75.7277585,FALSE,grocery,small,47,Hintonburg - Mechanicsville, 
Jasmin Market,"335 Lacasse Ave, Vanier, ON K1L 7A8",NA,NA,2021-08-26,45.4344553,-75.6565371,FALSE,grocery,small,954,Vanier South,Vanier Sud
JJ's Market,"380 Laurier Ave W, Ottawa, ON K1P 5K3",(613) 236-8914,NA,2021-08-26,45.4173464,-75.700451,FALSE,grocery,small,24,Centretown,Centre-Ville
JnJ Bakery Cafe,"26 Caesar Avenue, Ottawa, ON K2G 0B2",NA,Bakeries,2021-08-26,45.32658,-75.7241403,FALSE,specialty,bakery,65,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
Joe & Lily's No Frills,"1226 Place D'Orleans Drive, Ottawa, ON K1C 7K3",NA,"Grocery, Pharmacy",2021-08-26,45.4764991,-75.5228439,FALSE,specialty,health store,915,Convent Glen - Orléans Woods, 
Johanne Verdon Espace Sante Beaute,"341 Saint-Joseph Blvd, Gatineau, QC J8Y 3Z3",NA,Health Food Store,2021-08-26,45.4418753,-75.7330508,FALSE,specialty,health store,NA,NA,NA
Johnny Farina Restaurant,"216 Elgin Street, Ottawa, ON",(613) 565-5155,"Italian, Pizza, Delis",2021-07-06,45.4188788,-75.6915905,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Kabul Food Market,"355 Montreal Rd, Vanier, ON K1L 6B1",NA,NA,2021-08-26,45.4387791,-75.6550612,FALSE,grocery,small,953,Vanier North,Vanier Nord
Kaladar Produce Market,"2455 Kaladar Ave, Ottawa, ON K1V",NA,Farmers' Market,2021-08-26,45.3762222,-75.6706779,FALSE,farmer's market,farmer's market,903,Billings Bridge - Alta Vista, 
Kanata Farmers' Market,"745 Kanata Ave, Ottawa, ON K2T 1H9",NA,Farmers' Market,2021-08-26,45.3109367,-75.909642,FALSE,farmer's market,farmer's market,928,Kanata Lakes - Arcardia, 
Kanata Kash N Karry,"60 Colchester Square, Ottawa, ON",(613) 435-5355,Grocery,2021-07-06,45.320946,-75.8896096,FALSE,grocery,small,902,Beaverbrook, 
Kara's Convenience Stores,"475 Elgin St, Ottawa, ON K2P 2E6",NA,Convenience Stores,2021-08-26,45.4126854,-75.6852682,FALSE,convenience,regular,24,Centretown,Centre-Ville
Kardish Health Food Centre,"3712 Innes Road, Orleans, ON K1W 0C8",NA,Health Food Store,2021-08-26,45.4501454,-75.5174796,TRUE,specialty,health store,75,Chapel Hill South,Chapel Hill Sud
Kardish Health Food Centre,"1309 Carling Avenue, Ottawa, ON K1Z 7L3",NA,Health Food Store,2021-08-26,45.3867692,-75.7355233,TRUE,specialty,health store,28,Civic Hospital-Central Park,HÃ´pital Civique - Parc Central
Kardish Health Food Centre,"1701 Merivale Road, Nepean, ON K2G 3K2",NA,"Health Food Store, Grocery",2021-08-26,45.3461431,-75.7288509,TRUE,specialty,health store,905,Borden Farm - Fisher Glen, 
Kardish Health Food Centre,"2950 Bank Street, Ottawa, ON",(613) 224-1414,"Grocery, Health Food Store",2021-07-06,45.344538,-75.622643,TRUE,specialty,health store,52,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill
Kardish Health Food Centre,"1831 Robertson Road, Ottawa, ON K2H 8X3",NA,"Health Food Store, Grocery",2021-08-26,45.3282713,-75.8194738,TRUE,specialty,health store,6,Bells Corners East,Bells Corners Est
Kardish Health Food Centre,"499 Terry Fox Drive, Ottawa, ON",(613) 224-1414,Grocery,2021-07-06,45.3108116,-75.9199686,TRUE,specialty,health store,928,Kanata Lakes - Arcardia, 
Kardish Health Food Centre,"3101 Strandherd Drive, Ottawa, ON K2J",NA,"Grocery, Health Food Store",2021-08-26,45.2755704,-75.7173602,TRUE,specialty,health store,914,Chapman Mills, 
Kaz's Kitchen & Grocery,"207 Guigues Ave, Ottawa, ON",(613) 789-3210,Grocery,2021-07-06,45.4326539,-75.6911401,FALSE,grocery,small,908,Byward Market,Marché By
Kellgreen Farm,"2325 River Rd, Manotick, ON K4M 1B4",NA,NA,2021-08-26,45.1843684,-75.6277102,FALSE,grocery,small,81,Osgoode - Vernon, 
Kettlemans Bagel,"912 Bank Street, Ottawa, ON K1S 3W4",NA,Bagels,2021-08-26,45.399865,-75.6869676,FALSE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Keyur Tuck Shop,"33 Banner Rd, Nepean, ON K2H 8V7",NA,Convenience Stores,2021-08-26,45.3328836,-75.7864359,FALSE,convenience,regular,100,Trend-Arlington, 
Kitchen Hut Houseware,"1558 Merivale Road, Ottawa, ON",(613) 225-8888,Kitchen & Bath,2021-07-06,45.3528521,-75.7354312,FALSE,grocery,small,31,Cityview - Crestview - Meadowlands, 
Kiwan Farms,"3485 Hawthorne Rd, Ottawa, ON K1G 3N4",NA,NA,2021-08-26,45.3733273,-75.5967455,FALSE,grocery,small,926,Greenbelt,Ceinture de Verdure
Kool Runnings Caribbean Groceries & Restaurant,"2200 Montreal Rd, Ottawa, ON",(613) 741-9101,Grocery,2021-07-06,45.4497115,-75.5872504,FALSE,grocery,small,3,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights
Kowloon Foods,"4095 Belgreen Dr, Ottawa, ON",(613) 738-5125,Grocery,2021-07-06,45.3819994,-75.5952501,FALSE,grocery,small,917,East Industrial,Industriel-Est
Kowloon Market,"712 Somerset Street W, Ottawa, ON K1R 6P8",(613) 233-1108,"Grocery, Imported Food",2021-07-06,45.4105206,-75.7076798,FALSE,grocery,small,957,West Centretown,Centre-Ville Ouest
Kowther's Tuck Shop,"1785 Riverside Dr, Ottawa, ON K1G 3T7",NA,Convenience Stores,2021-08-26,45.4013494,-75.6657472,FALSE,convenience,regular,947,Riverview, 
Kristin Mini Mart,"1090 Kristin Way, Ottawa, ON K1K 4B6",NA,Convenience Stores,2021-08-26,45.4435482,-75.643072,FALSE,convenience,regular,935,Manor Park, 
Kulture Foods,"Ottawa farmer's market, Brewers Park, Old Ottawa South, ON K1S",NA,Bakeries,2021-08-26,45.400214,-75.6830385,FALSE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
L'Esplanade Laurier Market,"181 Bank St, Ottawa, ON K2P 1W5",(613) 569-3860,NA,2021-08-26,45.4187923,-75.6975272,FALSE,grocery,small,24,Centretown,Centre-Ville
L & F Montego Place,"2211 Saint Joseph Boulevard, Ottawa, ON",(613) 830-8377,International Grocery,2021-07-06,45.4678575,-75.5333095,FALSE,grocery,small,915,Convent Glen - Orléans Woods, 
La BoÃƒÂ®te ÃƒÂ  Grains,"325 Boulevard GrÃƒÂ©ber, Gatineau, QC J8T 8J3",NA,Organic Stores,2021-08-26,45.4777384,-75.700393,TRUE,specialty,health store,NA,NA,NA
La BoÃƒÂ®te ÃƒÂ  Grains,"581 Boulevard Saint-Joseph, Gatineau, QC J8Y 4A6",NA,Health Food Store,2021-08-26,45.4500001,-75.7366141,TRUE,specialty,health store,NA,NA,NA
La BoÃƒÂ®te ÃƒÂ  Grains,"25C Boulevard du Plateau, Gatineau, QC J9A 3G1",NA,Health Food Store,2021-08-26,45.4358672,-75.7688723,TRUE,specialty,health store,NA,NA,NA
La Boite ÃƒÂ  Grains,"195 Rue Principale, Gatineau, QC J9H 6J8",NA,Health Food Store,2021-08-26,45.3960563,-75.8345888,FALSE,specialty,health store,NA,NA,NA
La Bottega Nicastro Fine Food Shop,"64 George St, Ottawa, ON",(613) 789-7575,"Delis, Sandwiches, Specialty Food",2021-07-06,45.4268387,-75.691821,FALSE,grocery,small,908,Byward Market,Marché By
La Brioche Pastry & Bakery,"2440 Bank Street, Ottawa, ON K1V 0T7",NA,"Bakeries, Desserts",2021-08-26,45.3535284,-75.6481363,FALSE,specialty,bakery,97,South Keys - Greenboro West,South Keys - Greenboro Ouest
La Colonia Groceries,"345 Richelieu Ave, Vanier, ON K1L 6J7",(613) 745-2274,NA,2021-08-26,45.4354843,-75.6549629,FALSE,grocery,small,954,Vanier South,Vanier Sud
La ferme dÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´OrlÃ¢Ë†Å¡Ã‚Â©ans Ã¢â‚¬Å¡Ãƒâ€žÃƒÂ¬ OrlÃ¢Ë†Å¡Ã‚Â©ans Fruit Farm,"1399 St Joseph Blvd, OrlÃ¢Ë†Å¡Ã‚Â©ans, ON K1C 7K9",NA,NA,2021-08-26,45.4582803,-75.5659271,FALSE,grocery,small,926,Greenbelt,Ceinture de Verdure
La Gourmandise,"2200 Montreal Road, Ottawa, ON K1J 6M5",NA,Caterers,2021-08-26,45.4497115,-75.5872504,FALSE,specialty,bakery,3,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights
La Maison Bisson,"2 Boulevard Louise-Champagna, Gatineau, QC J9A 2X1",NA,"Delicatessen, Meat Shops",2021-08-26,45.4304611,-75.7630584,FALSE,specialty,deli meat cheese,NA,NA,NA
La Maison du Kouign-Amann,"101 Schneider Road, Ottawa, ON K2K 1Y3",NA,"Bakeries, Desserts",2021-08-26,45.3392259,-75.901992,FALSE,specialty,bakery,907,Brookside - Briarbrook - Morgan's Grant, 
La p'tite ÃƒÂ©picerie,"158 rue Notre Dame de l'Ile, Gatineau, QC J8X 3T3",NA,Sandwiches,2021-08-26,45.4305882,-75.7107256,FALSE,specialty,deli meat cheese,NA,NA,NA
La Provence Bakery,"500 Hazeldean Road, Kanata, ON K2L 2B5",NA,"Bakeries, Desserts",2021-08-26,45.2933502,-75.8937131,FALSE,specialty,bakery,924,Glen Cairn - Kanata South Business Park,Glen Cairn - Parc d'Affaires Kanata-Sud
La Soyarie,"94 Rue Adrien-Robert, Gatineau, QC J8Y 3S2",NA,Health Food Store,2021-08-26,45.4579171,-75.734558,FALSE,specialty,health store,NA,NA,NA
La Station,"611 Boulevard Saint Joseph, Gatineau, QC J8Y 4A6",NA,"Sandwiches, Burgers, Pizza",2021-08-26,45.4501065,-75.7368611,FALSE,specialty,deli meat cheese,NA,NA,NA
La Tiendita,"848 Merivale Rd, Ottawa, ON",NA,Grocery,2021-07-06,45.3854442,-75.7326151,FALSE,grocery,small,18,Carlington, 
La Trappe ÃƒÂ  Fromage,"574 Boulevard Maloney Est, Gatineau, QC J8P 1G1",NA,Cheese Shops,2021-08-26,45.4841701,-75.6303882,TRUE,specialty,deli meat cheese,NA,NA,NA
La Trappe ÃƒÂ  Fromage,"200 Rue Bellehumeur, Gatineau, QC J8T 8N6",NA,"Cheese Shops, Delicatessen",2021-08-26,45.4797008,-75.6932157,TRUE,specialty,deli meat cheese,NA,NA,NA
La Trappe ÃƒÂ  Fromage,"114 Boulevard Saint-Raymond, Gatineau, QC J8Y 1S9",NA,Cheese Shops,2021-08-26,45.4471133,-75.7429826,TRUE,specialty,deli meat cheese,NA,NA,NA
La Trappe ÃƒÂ  Fromage,"425 Chemin Vanier, Gatineau, QC J9J 3H9",NA,"Cheese Shops, Delicatessen, Meat Shops",2021-08-26,45.4143342,-75.8078371,TRUE,specialty,deli meat cheese,NA,NA,NA
La Vieille Alliance,"210 Chemin d'Aylmer, Gatineau, QC J9H 1A2",NA,"Bakeries, Coffee &amp; Tea",2021-08-26,45.3947103,-75.8331176,FALSE,specialty,bakery,NA,NA,NA
Ladles Deli,"2323 Riverside Dr, Ottawa, ON K1H 8L5",NA,"Delis, Sandwiches",2021-08-26,45.3859586,-75.6795206,FALSE,specialty,deli meat cheese,903,Billings Bridge - Alta Vista, 
Lakomka Delicatessen,"1127 Baxter Rd, Ottawa, ON",(613) 596-4666,"Grocery, Imported Food",2021-07-06,45.3508762,-75.7821448,FALSE,grocery,small,54,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud
Lapointe Fish,"46 Byward Market Square, Ottawa, ON K1N 7A2",NA,NA,2021-08-26,45.427458,-75.6928445,FALSE,grocery,small,908,Byward Market,Marché By
Lavergne Meat & Deli,"3971 Navan Rd, Navan, ON K4B 1H9",(613) 824-8175,NA,2021-08-26,45.4236752,-75.4757833,FALSE,specialty,deli meat cheese,936,Navan - Sarsfield, 
Lavoie Line Herboriste,"1134 Maloney Blvd E, Gatineau, QC J8P 1H9",NA,Health Food Store,2021-08-26,45.49232,-75.5864712,FALSE,specialty,health store,NA,NA,NA
Le Deli,"200 Promenade Du Portage, Gatineau, QC J8X 4H4",NA,"Sandwiches, Delis",2021-08-26,45.4268934,-75.7134941,FALSE,specialty,deli meat cheese,NA,NA,NA
Le Moulin de Provence,"55 Byward Market Square, Ottawa, ON K1N 9C3",NA,"Cafes, Bakeries, Sandwiches",2021-08-26,45.427449,-75.6923646,FALSE,specialty,bakery,908,Byward Market,Marché By
Le Moulin de Provence K.D,"30 Metcalfe Street, Ottawa, ON K1P 5L4",NA,"Cafes, Bistros",2021-08-26,45.4223318,-75.6972065,FALSE,specialty,bakery,24,Centretown,Centre-Ville
