rowid,name,address,category2,category3,Nbhd,lat,lng,dataset,update_date,phone,chain,nems_code
720,Morning Owl Coffee House,"139 Bank Street, Ottawa, ON K1P 5N7",specialty,bakery,Centretown,45.4190924,-75.6993655,new,2021-08-26,NA,NA,NA
721,Morning Owl Coffeehouse & Variety,"1047 Canadian Shield Avenue, Ottawa, ON K2K",specialty,bakery,Kanata Lakes - Arcardia,45.3150134,-75.9016144,new,2021-08-26,NA,NA,NA
722,Moroccan Market Center,"2249 Carling Ave Suite 102, Ottawa, ON K2B 7E9",grocery,small,Carlingwood West - Glabar Park - McKellar Heights,45.3692691,-75.7744008,new,2021-08-26,NA,NA,NA
723,Motar Co,"2595 Blackwell St, Ottawa, ON K1B 4E4",grocery,small,East Industrial,45.4042533,-75.6087204,new,2021-08-26,NA,NA,NA
724,Moussa Mini Market & Meat Shop,"300 McArthur Ave, Ottawa, ON",grocery,small,Overbrook - McArthur,45.4314481,-75.6559184,new,2021-08-26,NA,NA,NA
725,Mr Pretzel,"2277 Riverside Drive, Ottawa, ON K1H 7X6",specialty,bakery,Billings Bridge - Alta Vista,45.3856281,-75.6774777,new,2021-08-26,NA,NA,NA
726,Mr Pretzels,"50 Rideau Street, Ottawa, ON K1N 9J7",specialty,bakery,Sandy Hill,45.4252795,-75.6929819,new,2021-08-26,NA,NA,NA
727,Mr. Beef,"223 Mcwatty Rd, Pakenham, ON K0A 2X0",grocery,small,(None),45.3218881,-76.2969384,new,2021-08-26,NA,NA,NA
728,Mr. beef halal meat,"2335 St. Laurent Blvd, Ottawa, ON K1G 5G6",grocery,small,East Industrial,45.383079,-75.6206065,new,2021-08-26,NA,NA,NA
729,Mr. Gas,"297 Edwards Street, Rockland, Ontario, K4K 1H6",convenience,gas station,(None),45.5515862,-75.295229,new,2021-08-26,NA,NA,NA
730,Mr. Gas,"980 Cameron Street, Cumberland, Ontario, K4C 1A1",convenience,gas station,Cumberland,45.5177895,-75.4112554,new,2021-08-26,NA,NA,NA
731,Mr. Gas,"1270 Trim Road, Orleans, Ontario, K4A 3P7",convenience,gas station,Fallingbrook,45.4910181,-75.4799664,new,2021-08-26,NA,NA,NA
732,Mr. Gas,"2336 Rue Saint-Louis, Gatineau, Quebec, J8V 1A2",convenience,gas station,(None),45.488509,-75.7471389,new,2021-08-26,NA,NA,NA
733,Mr. Gas,"4042 Innes Road, Ottawa, Ontario, K1C 1T1",convenience,gas station,Chapel Hill South,45.4551013,-75.5051859,new,2021-08-26,NA,NA,NA
734,Mr. Gas,"1970 Ogilvie Road, Gloucester, Ontario, K1J 9M8",convenience,gas station,Carson Grove - Carson Meadows,45.4334134,-75.6126406,new,2021-08-26,NA,NA,NA
735,Mr. Gas,"400 Daniel Street South, Arnprior, Ontario, K7S 3G9",convenience,gas station,(None),45.4230993,-76.3688754,new,2021-08-26,NA,NA,NA
736,Mr. Gas,"5899 Hazeldean Road, Stittsville, Ontario, K2S 1B9",convenience,gas station,Stittsville,45.2779141,-75.9209097,new,2021-08-26,NA,NA,NA
737,Muckleston & Brockwell,"127 Beechwood Avenue, Ottawa, ON",grocery,small,Lindenlea - New Edinburgh,45.441975,-75.672293,new,2021-08-26,NA,NA,NA
738,Mulligan's Grocery,"2321 Andrew St, North Gower, ON K0A 2T0",grocery,small,North Gower - Kars,45.1325067,-75.7164331,new,2021-08-26,NA,NA,NA
739,Munster Farm,"2535 Munster Rd, Stittsville, ON K2S 1B8",grocery,small,Munster - Ashton,45.1791782,-75.95095,new,2021-08-26,NA,NA,NA
740,Muscle Madness,"183 Preston St, Ottawa, ON K1R 7P8",specialty,health store,West Centretown,45.4064902,-75.7127802,new,2021-08-26,NA,NA,NA
741,Nasa Food Centre,"3050 Woodroffe Ave, Ottawa, ON",grocery,small,Old Barrhaven East,45.2845844,-75.7241576,new,2021-08-26,NA,NA,NA
742,Nat's Bread Company,"857 Boyd Ave, Ottawa, ON K2A 2C9",specialty,bakery,Carlingwood West - Glabar Park - McKellar Heights,45.3764591,-75.7506528,new,2021-08-26,NA,NA,NA
743,Nate'e Deli Express,"6 Antares Drive, Ottawa, ON K2E 8A9",specialty,deli meat cheese,Hunt Club South Industrial,45.3364876,-75.7064342,new,2021-08-26,NA,NA,NA
744,Nate's Deli,"152 Sparks Street, Ottawa, ON K1P 5B6",specialty,deli meat cheese,Centretown,45.4219049,-75.6990049,new,2021-08-26,NA,NA,NA
745,Natural Food Pantry,"1487 Richmond Rd, Ottawa, ON",specialty,health store,Britannia Village,45.3629829,-75.791155,new,2021-08-26,NA,NA,NA
746,Natural Food Pantry,"4325 Strandherd Drive, Ottawa, ON",specialty,health store,Stonebridge - Half Moon Bay - Heart's Desire,45.2710005,-75.7837894,new,2021-08-26,NA,NA,NA
747,Natural Food Pantry - Billings Bridge,"2277 Riverside Dr., Ottawa, ON K1H 7X6",specialty,health store,Billings Bridge - Alta Vista,45.3856281,-75.6774777,new,2021-08-26,NA,NA,NA
748,Natural Food Pantry - Kanata,"5537 Hazeldean Road, Kanata, ON K2S 0P5",specialty,health store,Stittsville,45.2883048,-75.904716,new,2021-08-26,NA,NA,NA
749,Natural Food Pantry - Westboro,"205 Richmond Rd, Ottawa, ON K1Z 6W4",specialty,health store,Westboro,45.3947481,-75.7484908,new,2021-08-26,NA,NA,NA
750,Nature's Buzz Organic Food Market,"55 Beechwood Ave, Ottawa, ON",grocery,small,Lindenlea - New Edinburgh,45.4402455,-75.6757886,new,2021-08-26,NA,NA,NA
751,Nature's Care Health Products,"64 Beechwood Ave, Vanier, ON K1L 8B2",specialty,health store,Vanier North,45.4401226,-75.6749723,new,2021-08-26,NA,NA,NA
752,Nature's Care Health Products,"115 Bank St, Ottawa, ON K2P 5N5",grocery,large,Centretown,45.4197748,-75.6999616,new,2021-08-26,NA,NA,NA
753,Nature's Care Health Products,"1500 Bank St, Ottawa, ON K1H 7Z2",specialty,health store,Billings Bridge - Alta Vista,45.3809813,-75.6701018,new,2021-08-26,NA,NA,NA
754,Nature's Care Health Products,"1558 Merivale Rd, Nepean, ON K2G 3J9",specialty,health store,Cityview - Crestview - Meadowlands,45.3528521,-75.7354312,new,2021-08-26,NA,NA,NA
755,Nature's Care Health Products Limited,"150 Robertson Rd, Ottawa, ON K2H 9S1",specialty,health store,Bells Corners West,45.3176435,-75.843842,new,2021-08-26,NA,NA,NA
756,Nature's Signature - Orleans Ottawa,"4510 Innes Road, Ottawa, ON K4A 4C5",specialty,health store,Portobello South,45.4613368,-75.4841125,new,2021-08-26,NA,NA,NA
757,Nehles Meat Shop Grocery & BBQ,"2026 Lanthier Dr, Ottawa, ON",grocery,small,Portobello South,45.4577469,-75.492931,new,2021-08-26,NA,NA,NA
758,New Middleast Supermarket,"1755 Bank St, Ottawa, ON K1V 7Z4",grocery,small,Billings Bridge - Alta Vista,45.3737361,-75.6644327,new,2021-08-26,NA,NA,NA
759,New Olympia Market Centre,"590 Gladstone Ave, Ottawa, ON K1R 5P3",grocery,small,Centretown,45.4090052,-75.7008241,new,2021-08-26,NA,NA,NA
760,New Quill Convience Store,"6 Quill St, Ottawa, ON K1K 3S8",grocery,small,Overbrook - McArthur,45.4265898,-75.6578544,new,2021-08-26,NA,NA,NA
761,New Thana Market,"386 Bank St, Ottawa, ON",grocery,small,Centretown,45.413522,-75.694906,new,2021-08-26,NA,NA,NA
762,Nf Nutrition,"200 Laurier Ave W, Ottawa, ON K1P 6M7",specialty,health store,Centretown,45.4197557,-75.6955437,new,2021-08-26,NA,NA,NA
763,Nicastro Fine Foods,"1558 Merivale Road, Nepean, ON K2G 3J9",specialty,deli meat cheese,Cityview - Crestview - Meadowlands,45.3528521,-75.7354312,new,2021-08-26,NA,NA,NA
764,NICHOLLS ESSO,"3798 DUNROBIN RD, WOODLAWN, ON",convenience,gas station,Dunrobin,45.4628437,-76.0740486,new,2021-08-26,NA,NA,NA
765,Nick's General Store,"5352 Bank St, Gloucester, ON K1X 1H1",grocery,small,Greely,45.2859373,-75.5743668,new,2021-08-26,NA,NA,NA
766,Nickels Deli Grillade,"78 Greber Blvd, Gatineau, QC J8T 3P8",specialty,deli meat cheese,(None),45.4640324,-75.7005194,new,2021-08-26,NA,NA,NA
767,NO FRILLS,"1226 Place D'Orleans Dr, Ottawa, Ontario, K1C 7K3",grocery,large,Convent Glen - Orléans Woods,45.4764991,-75.5228439,new,2021-08-26,NA,NA,NA
768,NO FRILLS,"39 Winner's Circle Dr Rr 3, Arnprior, Ontario, K7S 3G9",grocery,large,(None),45.4217625,-76.3692142,new,2021-08-26,NA,NA,NA
769,NO FRILLS,"30 Iber Rd, Stittsville, Ontario, K2S 2R1",grocery,large,Stittsville,45.2809221,-75.9127492,new,2021-08-26,NA,NA,NA
770,Noor Food Market,"332 Richmond Rd, Ottawa, ON",grocery,small,Westboro,45.3921771,-75.7533998,new,2021-08-26,NA,NA,NA
771,Nordstrom Ebar Artisan Coffee,"500-50 Rideau Street, Ottawa, ON K1N 9J7",specialty,bakery,Sandy Hill,45.4247623,-75.6900945,new,2021-08-26,NA,NA,NA
772,North & Navy,"226 Nepean Street, Ottawa, ON K2P 0B8",specialty,deli meat cheese,Centretown,45.416712,-75.6990816,new,2021-08-26,NA,NA,NA
773,North Bestone,"190 Lees Avenue, Ottawa, ON",grocery,small,Old Ottawa East,45.4151826,-75.6697825,new,2021-08-26,NA,NA,NA
774,Nu Grocery Store,"1130 Wellington Street West, Ottawa, ON",grocery,small,Hintonburg - Mechanicsville,45.4017855,-75.7266504,new,2021-08-26,NA,NA,NA
775,NU Grocery Store,"143 Main St, Ottawa, ON K1S 5V9",grocery,small,Old Ottawa East,45.4100902,-75.6784025,new,2021-08-26,NA,NA,NA
776,Nutrition by Nature,"462 Hazeldean Road, Kanata, ON K2L 1V3",specialty,health store,Glen Cairn - Kanata South Business Park,45.2981401,-75.8872192,new,2021-08-26,NA,NA,NA
777,Nutrition Company,"1980 Ogilvie Rd, Ottawa, ON K1J 9L3",specialty,health store,Carson Grove - Carson Meadows,45.4325275,-75.6098258,new,2021-08-26,NA,NA,NA
778,Nutrition House,"50 Rideau Ter, Ottawa, ON K1M 2A1",specialty,health store,Lindenlea - New Edinburgh,45.4437533,-75.6791709,new,2021-08-26,NA,NA,NA
779,Nutrition House,"2121 Carling Ave, Ottawa, ON K2A 1H2",specialty,health store,Laurentian,45.3731497,-75.7686794,new,2021-08-26,NA,NA,NA
780,Nutty Greek Bake Shop,"490 Rochester Street, Ottawa, ON K1S 4L8",specialty,bakery,West Centretown,45.4010808,-75.7074445,new,2021-08-26,NA,NA,NA
781,O'connor Convenience,"110 O'connor Street, Ottawa, ON K1P 5M9",convenience,regular,Centretown,45.4197951,-75.6977346,new,2021-08-26,NA,NA,NA
782,O'connor Grocery,"41 Third Ave, Ottawa, ON",grocery,small,Glebe - Dows Lake,45.4046808,-75.6847606,new,2021-08-26,NA,NA,NA
783,Ogilvie Grocery Store,"1137 Ogilvie Rd, Ottawa, ON",grocery,small,Overbrook - McArthur,45.4267387,-75.6312669,new,2021-08-26,NA,NA,NA
784,OK Mart,"141 Bentley Ave Unit #G, Nepean, ON K2E 6T7",grocery,small,Hunt Club South Industrial,45.337172,-75.7113058,new,2021-08-26,NA,NA,NA
785,Olga's Delights,"588 Bank Street, Ottawa, ON K1S 3T3",specialty,deli meat cheese,Glebe - Dows Lake,45.407787,-75.6912697,new,2021-08-26,NA,NA,NA
786,Olly Fresco's Market,"90 Elgin St, Ottawa, ON K1P 0C6",grocery,small,Centretown,45.4220487,-75.694691,new,2021-08-26,NA,NA,NA
787,Olympic Tuck Shop,"1170 Fisher Ave, Ottawa, ON K1Z 5R7",convenience,regular,Civic Hospital-Central Park,45.3768531,-75.7208795,new,2021-08-26,NA,NA,NA
788,One Stop Convenience,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",convenience,regular,Carlington,45.3852417,-75.732678,new,2021-08-26,NA,NA,NA
789,Oriental Charm,"653 Somerset St W, Ottawa, ON K1R 5K3",grocery,small,Centretown,45.4117953,-75.705349,new,2021-08-26,NA,NA,NA
790,Orleans Bakery,"2122 Street Joseph Boulevard, Orleans, ON K1C 1E6",specialty,bakery,Chapel Hill North,45.4660752,-75.5348812,new,2021-08-26,NA,NA,NA
791,Orleans Food Market,"3022 St. Joseph Blvd, Orleans, ON K1E 1E2",convenience,regular,Queenswood Heights,45.4767757,-75.5135279,new,2021-08-26,NA,NA,NA
792,Orleans Fresh Fruits,"3150 Hawthorne Rd, Ottawa, ON K1G 5H5",grocery,small,East Industrial,45.385374,-75.6043151,new,2021-08-26,NA,NA,NA
793,Ottawa's Organic Farmers' Market,"Riverside United Church, 3191 Riverside Dr., Ottawa, ON K1V 8N8",grocery,small,Hunt Club Woods - Quintarra - Revelstoke,45.3590554,-75.6879909,new,2021-08-26,NA,NA,NA
794,Ottawa Bagelshop & Deli,"1321 Wellington St W, Ottawa, ON",specialty,bakery,Island Park - Wellington Village,45.3988502,-75.7366115,new,2021-08-26,NA,NA,NA
795,Ottawa Farm Fresh Inc.,"2811 Ramsayville Rd, Gloucester, ON K1G 3N2",grocery,small,Greenbelt,45.3893024,-75.5778562,new,2021-08-26,NA,NA,NA
796,Ottawa Farmers' Market,"1000 Exhibition Way, Ottawa, ON",grocery,large,Glebe - Dows Lake,45.4000555,-75.6827317,new,2021-08-26,NA,NA,NA
797,Ottawa Farmers' Market,"575 Byron Avenue, Ottawa, ON K2A 1H4",farmer's market,farmer's market,Laurentian,45.3901289,-75.756893,new,2021-08-26,NA,NA,NA
798,Ottawa Farmers' Market Orleans,"1585 Tenth Line Rd, OrlÃƒÂ©ans, ON K1E 3E8",farmer's market,farmer's market,Fallingbrook,45.4719618,-75.4919287,new,2021-08-26,NA,NA,NA
799,Ottawa Halal Market,"2833 Dumaurier Avenue, Ottawa, ON",grocery,small,Whitehaven - Queensway Terrace North,45.3507333,-75.7937212,new,2021-08-26,NA,NA,NA
800,Ottawa Meat Plus Inc,"2535 Blackwell St, Ottawa, ON K1B 4E4",grocery,small,East Industrial,45.4059454,-75.6092273,new,2021-08-26,NA,NA,NA
801,Ottawa Organic farmer's market,"3191 Riverside Drive, Ottawa, ON K1V 8N8",farmer's market,farmer's market,Hunt Club Woods - Quintarra - Revelstoke,45.3591058,-75.6879836,new,2021-08-26,NA,NA,NA
802,Ottawa Organics and Natural Foods,"858 Campbell Avenue, Ottawa, ON",grocery,small,Carlingwood West - Glabar Park - McKellar Heights,45.3764869,-75.7499893,new,2021-08-26,NA,NA,NA
803,Ottawa South Groceteria,"431 Sunnyside Ave, Ottawa, ON K1S 0S6",grocery,large,Old Ottawa South,45.3916938,-75.689862,new,2021-08-26,NA,NA,NA
804,Ottawa South Groceteria,"435 Sunnyside Avenue, Ottawa, ON K1S 0S6",grocery,large,Old Ottawa South,45.3916631,-75.6899175,new,2021-08-26,NA,NA,NA
805,Ottawa Valley Meats,"22 Antares Dr Unit J, Ottawa, ON",specialty,deli meat cheese,Hunt Club South Industrial,45.3342893,-75.7090259,new,2021-08-26,NA,NA,NA
806,Oui8 Bakery,"501 Hazeldean Road, Kanata, ON K2L 1V6",specialty,bakery,Katimavik - Hazeldean,45.295788,-75.8934843,new,2021-08-26,NA,NA,NA
807,Ozan Turkish Market,"500 Eagleson Rd Unit 60, Kanata, ON K2M 1H4",grocery,small,Glen Cairn - Kanata South Business Park,45.2908396,-75.8706811,new,2021-08-26,NA,NA,NA
808,OZZY Food Market,"3867 Albion Road, Ottawa, ON K1T 1B2",specialty,bakery,Hunt Club Upper -Blossom Park - Timbermill,45.3433238,-75.6365658,new,2021-08-26,NA,NA,NA
809,PÃƒÂ¢tisserie Le Caramel,"200 Vanguard Dr, Ottawa, ON K4A 0T8",specialty,bakery,Portobello South,45.4578239,-75.4871421,new,2021-08-26,NA,NA,NA
810,Panera Bread,"320 West Hunt Club Road, Ottawa, ON K2E 1A5",specialty,bakery,Hunt Club South Industrial,45.3389282,-75.71355,new,2021-08-26,NA,NA,NA
811,Pantry Plus,"2433 St Joseph Boulevard, Ottawa, ON",grocery,small,Convent Glen - Orléans Woods,45.4699453,-75.5284842,new,2021-08-26,NA,NA,NA
812,Parkdale Market,"Parkdale Ave &amp; Wellington St W, Ottawa, ON K1Y",farmer's market,farmer's market,Hintonburg - Mechanicsville,45.400493,-75.728961,new,2021-08-26,NA,NA,NA
813,Parkway Cafe,"66 Slater Street, Ottawa, ON K1P 5H1",convenience,regular,Centretown,45.4213601,-75.6942895,new,2021-08-26,NA,NA,NA
814,Parkway Tuck Shop,"1071 Ambleside Dr, Ottawa, ON K2B 6V4",convenience,regular,Carlingwood West - Glabar Park - McKellar Heights,45.374187,-75.7801139,new,2021-08-26,NA,NA,NA
815,Parma Ravioli,"1314 Wellington St W, Ottawa, ON K1Y 3B2",specialty,deli meat cheese,Island Park - Wellington Village,45.3985082,-75.7367519,new,2021-08-26,NA,NA,NA
816,Pastel & Coco,"80 Promenade du Portage, Gatineau, QC J8X 2K1",specialty,bakery,(None),45.424957,-75.7181079,new,2021-08-26,NA,NA,NA
817,Pasticceria Gelateria Italiana,"200 Preston St, Ottawa, ON K1R 7P9",specialty,bakery,West Centretown,45.4057881,-75.7128132,new,2021-08-26,NA,NA,NA
818,Pastry & Bakery La Brioche,"866 Bank St, Ottawa, ON K1S 3W3",specialty,bakery,Glebe - Dows Lake,45.4010002,-75.6873645,new,2021-08-26,NA,NA,NA
819,Patisserie Fine Delice Royal,"1600 Forest Valley Dr, Orleans, ON K1C 6X7",specialty,bakery,Chapel Hill North,45.4488546,-75.535982,new,2021-08-26,NA,NA,NA
820,Pelican Seafood Market & Grill,"1500 Bank Street, Ottawa, ON",grocery,small,Billings Bridge - Alta Vista,45.3809813,-75.6701018,new,2021-08-26,NA,NA,NA
821,Perkins Restaurant & Bakery,"1130 St Laurent Blvd., Ottawa, ON K1K 3B6",specialty,bakery,Overbrook - McArthur,45.4245601,-75.6383218,new,2021-08-26,NA,NA,NA
822,Pesto's Italian Delicatessen,"471 Hazeldean Road, Kanata, ON K2L 4B8",specialty,deli meat cheese,Katimavik - Hazeldean,45.2986456,-75.8894566,new,2021-08-26,NA,NA,NA
823,Pete's Gluten Free,"5390 Canotek Road, Ottawa, ON K1J 1H8",specialty,bakery,Rothwell Heights - Beacon Hill North,45.4565586,-75.5806594,new,2021-08-26,NA,NA,NA
824,Pete & Gus Meat Market,"1 Jockvale Rd, Ottawa, ON K2J 4J9",specialty,deli meat cheese,Old Barrhaven West,45.2755523,-75.7773356,new,2021-08-26,NA,NA,NA
825,Peter's Health Foods,"2525 Carling Ave, Ottawa, ON K2B 7Z2",specialty,health store,Britannia Village,45.364982,-75.7857631,new,2021-08-26,NA,NA,NA
826,Peter Tuck Shop,"1435 Prince of Wales Dr, Ottawa, ON K2C 1N5",convenience,regular,Carleton Heights - Rideauview,45.3691818,-75.7006377,new,2021-08-26,NA,NA,NA
827,Petit Bill's Bistro,"1293 Wellington Street W, Ottawa, ON K1Y 3B1",specialty,bakery,Island Park - Wellington Village,45.3990721,-75.7354761,new,2021-08-26,NA,NA,NA
828,Petro-Canada,"395 Montee Paiement, Gatineau, Quebec, J8P6M7",convenience,gas station,(None),45.49008,-75.6760201,new,2021-08-26,NA,NA,NA
829,Petro-Canada,"255 ave Gatineau, Gatineau, Quebec, J8T4J7",convenience,gas station,(None),45.4886639,-75.7190463,new,2021-08-26,NA,NA,NA
830,Petro-Canada,"151 Maloney est, Gatineau, Quebec, J8P1B9",convenience,gas station,(None),45.484042,-75.6506588,new,2021-08-26,NA,NA,NA
831,Petro-Canada,"3055 St-Joseph Blvd, Orleans, Ontario, K1C1T1",convenience,gas station,Queenswood Heights,45.4783089,-75.5125556,new,2021-08-26,NA,NA,NA
832,Petro-Canada,"225 de la Gappe, Gatineau, Quebec, J8T7Y3",convenience,gas station,(None),45.4756587,-75.7079356,new,2021-08-26,NA,NA,NA
833,Petro-Canada,"1685 10th Line Road, Orleans, Ontario, K1E3E8",convenience,gas station,Fallingbrook,45.4680657,-75.4914231,new,2021-08-26,NA,NA,NA
834,Petro-Canada,"1988 St. Joseph Blvd., Orleans, Ontario, K1C1E4",convenience,gas station,Chapel Hill North,45.4641988,-75.5394021,new,2021-08-26,NA,NA,NA
835,Petro-Canada,"47 rue Greber, Gatineau, Quebec, J8T3P7",convenience,gas station,(None),45.4618626,-75.6993677,new,2021-08-26,NA,NA,NA
836,Petro-Canada,"4358 Innes Road, Cumberland, Ontario, K4A3W3",convenience,gas station,Portobello South,45.4594606,-75.4911923,new,2021-08-26,NA,NA,NA
837,Petro-Canada,"744, boul Saint-Joseph, Gatineau, Quebec, J8Y4A8",convenience,gas station,(None),45.4572839,-75.7421205,new,2021-08-26,NA,NA,NA
838,Petro-Canada,"2180 Montreal Road, Ottawa, Ontario, K1J1G4",convenience,gas station,Beacon Hill South - Cardinal Heights,45.4494576,-75.5884049,new,2021-08-26,NA,NA,NA
839,Petro-Canada,"120 St-Raymond, Gatineau, Quebec, J8Y1T1",convenience,gas station,(None),45.4471094,-75.7438292,new,2021-08-26,NA,NA,NA
840,Petro-Canada,"2073 Montreal Road, Gloucester, Ontario, K1J6M1",convenience,gas station,Rothwell Heights - Beacon Hill North,45.4459441,-75.5975608,new,2021-08-26,NA,NA,NA
841,Petro-Canada,"210 boulevard St-Raymond, Gatineau, Quebec, J9A3H6",convenience,gas station,(None),45.4364466,-75.7661968,new,2021-08-26,NA,NA,NA
842,Petro-Canada,"42 Montreal Road, Vanier, Ontario, K1L6E7",convenience,gas station,Vanier South,45.4331463,-75.6683331,new,2021-08-26,NA,NA,NA
843,Petro-Canada,"2630 Innes Road, Gloucester, Ontario, K1B4Z5",convenience,gas station,Blackburn Hamlet,45.4315804,-75.563993,new,2021-08-26,NA,NA,NA
844,Petro-Canada,"292 Rideau Street, Ottawa, Ontario, K1N5Y5",convenience,gas station,Sandy Hill,45.4286644,-75.6852652,new,2021-08-26,NA,NA,NA
845,Petro-Canada,"1007 St. Laurent Blvd, Ottawa, Ontario, K1K3B1",convenience,gas station,Overbrook - McArthur,45.4283766,-75.6391308,new,2021-08-26,NA,NA,NA
846,Petro-Canada,"1018 Cyrville Road, Gloucester, Ontario, K1J7S4",convenience,gas station,Overbrook - McArthur,45.4252844,-75.6374316,new,2021-08-26,NA,NA,NA
847,Petro-Canada,"1941 Innes Road, Gloucester, Ontario, K1B4C6",convenience,gas station,Pineview,45.4194632,-75.5960793,new,2021-08-26,NA,NA,NA
848,Petro-Canada,"1960 Innes Road, Ottawa, Ontario, K1B3K5",convenience,gas station,Greenbelt,45.419071,-75.5949279,new,2021-08-26,NA,NA,NA
849,Petro-Canada,"676 Somerset Street, Ottawa, Ontario, K1R6P4",convenience,gas station,West Centretown,45.4112569,-75.7059129,new,2021-08-26,NA,NA,NA
850,Petro-Canada,"790 Wilfrid-Lavigne Blvd., Gatineau, Quebec, J9J2S5",convenience,gas station,(None),45.4110993,-75.8386017,new,2021-08-26,NA,NA,NA
851,Petro-Canada,"470 Bronson Ave., Ottawa, Ontario, K1R6J9",convenience,gas station,West Centretown,45.4073978,-75.703867,new,2021-08-26,NA,NA,NA
852,Petro-Canada,"1740 St. Laurent Blvd, Ottawa, Ontario, K1G1A2",convenience,gas station,East Industrial,45.4052824,-75.6274515,new,2021-08-26,NA,NA,NA
853,Petro-Canada,"390 Parkdale Ave, Ottawa, Ontario, K1Y1G6",convenience,gas station,Hintonburg - Mechanicsville,45.4009191,-75.7296495,new,2021-08-26,NA,NA,NA
854,Petro-Canada,"1856 Carling Avenue, Ottawa, Ontario, K2A1E3",convenience,gas station,Carlingwood West - Glabar Park - McKellar Heights,45.3757622,-75.7571659,new,2021-08-26,NA,NA,NA
855,Petro-Canada,"3201 Conroy Road, Ottawa, Ontario, K1G3N4",convenience,gas station,East Industrial,45.3738248,-75.623971,new,2021-08-26,NA,NA,NA
856,Petro-Canada,"1432 Baseline Road, Nepean, Ontario, K2C0A9",convenience,gas station,Skyline - Fisher Heights,45.3611753,-75.7390965,new,2021-08-26,NA,NA,NA
857,Petro-Canada,"2471 Bank Street, Ottawa, Ontario, K1V8R9",convenience,gas station,South Keys - Greenboro West,45.3540627,-75.646459,new,2021-08-26,NA,NA,NA
858,Petro-Canada,"3095 Carling Avenue, Nepean, Ontario, K2H5A5",convenience,gas station,Bayshore - Belltown,45.3537471,-75.8088174,new,2021-08-26,NA,NA,NA
859,Petro-Canada,"2536 Bank St, Gloucester, Ontario, K1T1M9",convenience,gas station,Hunt Club Upper -Blossom Park - Timbermill,45.3537051,-75.6420543,new,2021-08-26,NA,NA,NA
860,Petro-Canada,"1900 Prince Of Wales Dr, Ottawa, Ontario, K2C3V3",convenience,gas station,Carleton Heights - Rideauview,45.3531316,-75.7048616,new,2021-08-26,NA,NA,NA
861,Petro-Canada,"5336 Boundary Road, Gloucester, Ontario, K0A1K0",convenience,gas station,Edwards - Carlsbad Springs,45.345078,-75.4436492,new,2021-08-26,NA,NA,NA
862,Petro-Canada,"690 Hunt Club Road, Ottawa, Ontario, K1V1C3",convenience,gas station,Hunt Club - Ottawa Airport,45.3429899,-75.669964,new,2021-08-26,NA,NA,NA
